content,place,year,month,content_token
plant tree plant tree next generation get air freedont make trees rare keep caretake care trees take care youtrees gone,India,2020,June,"['plant', 'tree', 'plant', 'tree', 'next', 'generation', 'get', 'air', 'freedont', 'make', 'trees', 'rare', 'keep', 'caretake', 'care', 'trees', 'take', 'care', 'youtrees', 'gone']"
chinas tail ender wild aware natural calamity like flood tsunami earth quake etc,India,2020,June,"['chinas', 'tail', 'ender', 'wild', 'aware', 'natural', 'calamity', 'like', 'flood', 'tsunami', 'earth', 'quake', 'etc']"
want save per costs contribute reduction warmingsolar pv economics 101 praveen sridharan,India,2020,June,"['want', 'save', 'per', 'costs', 'contribute', 'reduction', 'warmingsolar', 'pv', 'economics', '101', 'praveen', 'sridharan']"
aai every prblm world like inflation one solution aag lav tya mobile la,India,2020,June,"['aai', 'every', 'prblm', 'world', 'like', 'inflation', 'one', 'solution', 'aag', 'lav', 'tya', 'mobile', 'la']"
worlds coastlines suffer scientists trigger bigger waves,India,2020,June,"['worlds', 'coastlines', 'suffer', 'scientists', 'trigger', 'bigger', 'waves']"
industry brings pollution amp prime cause behind agriculture plantation etc cool atmosphere amp hence reduces pollution,India,2020,June,"['industry', 'brings', 'pollution', 'amp', 'prime', 'cause', 'behind', 'agriculture', 'plantation', 'etc', 'cool', 'atmosphere', 'amp', 'hence', 'reduces', 'pollution']"
case newly emerging deadly viruses like sarscov2 push back industry agriculture imagine could survive fertile lands buffer zones protect generations preserve future,India,2020,June,"['case', 'newly', 'emerging', 'deadly', 'viruses', 'like', 'sarscov2', 'push', 'back', 'industry', 'agriculture', 'imagine', 'could', 'survive', 'fertile', 'lands', 'buffer', 'zones', 'protect', 'generations', 'preserve', 'future']"
world day combat desertification drought click vivek offl offl,India,2020,June,"['world', 'day', 'combat', 'desertification', 'drought', 'click', 'vivek', 'offl', 'offl']"
one touch nature makes whole world kin1st 1000 witchiz kisoch,India,2020,June,"['one', 'touch', 'nature', 'makes', 'whole', 'world', 'kin1st', '1000', 'witchiz', 'kisoch']"
corona asia battling everything north korean leadership issue apna alag chal rahaa hai,India,2020,June,"['corona', 'asia', 'battling', 'everything', 'north', 'korean', 'leadership', 'issue', 'apna', 'alag', 'chal', 'rahaa', 'hai']"
teaches worship divinity nature amp solve issues like pollution etcto bring need establish eternal solution decolonisation minds well hjs,India,2020,June,"['teaches', 'worship', 'divinity', 'nature', 'amp', 'solve', 'issues', 'like', 'pollution', 'etcto', 'bring', 'need', 'establish', 'eternal', 'solution', 'decolonisation', 'minds', 'well', 'hjs']"
sliding dms like,India,2020,June,"['sliding', 'dms', 'like']"
response get sense actor expert everything happens sun better educate,India,2020,June,"['response', 'get', 'sense', 'actor', 'expert', 'everything', 'happens', 'sun', 'better', 'educate']"
one actually told using 400800 ppm co2 experiments high paper 417 ppm even lockdowns reduced etc,India,2020,June,"['one', 'actually', 'told', 'using', '400800', 'ppm', 'co2', 'experiments', 'high', 'paper', '417', 'ppm', 'even', 'lockdowns', 'reduced', 'etc']"
support carpet,India,2020,June,"['support', 'carpet']"
right countries plan next 50 years metro city keep building roads need bring co2 emissions sri lanka exist due sea level rising,India,2020,June,"['right', 'countries', 'plan', 'next', '50', 'years', 'metro', 'city', 'keep', 'building', 'roads', 'need', 'bring', 'co2', 'emissions', 'sri', 'lanka', 'exist', 'due', 'sea', 'level', 'rising']"
sometimes wonder hottie looks also contributing,India,2020,June,"['sometimes', 'wonder', 'hottie', 'looks', 'also', 'contributing']"
planting trees especially important protect environment air pollution end young activists actively involved organizing tree plantationsindh,India,2020,June,"['planting', 'trees', 'especially', 'important', 'protect', 'environment', 'air', 'pollution', 'end', 'young', 'activists', 'actively', 'involved', 'organizing', 'tree', 'plantationsindh']"
ifs igzp best yashoda madamtry grow green cover earththe need hour,India,2020,June,"['ifs', 'igzp', 'best', 'yashoda', 'madamtry', 'grow', 'green', 'cover', 'earththe', 'need', 'hour']"
ravages globe shortterm issue compared larger problem going weeing around globe years come,India,2020,June,"['ravages', 'globe', 'shortterm', 'issue', 'compared', 'larger', 'problem', 'going', 'weeing', 'around', 'globe', 'years', 'come']"
digital waste digital economic political weekly,India,2020,June,"['digital', 'waste', 'digital', 'economic', 'political', 'weekly']"
sir albert einstein candid conversation sir issac newton controll pollution arrest changes bcoz making petrol diesel costly dat becomes reach common man,India,2020,June,"['sir', 'albert', 'einstein', 'candid', 'conversation', 'sir', 'issac', 'newton', 'controll', 'pollution', 'arrest', 'changes', 'bcoz', 'making', 'petrol', 'diesel', 'costly', 'dat', 'becomes', 'reach', 'common', 'man']"
start disasters yet face times struggle devastating natural disasters loss forestecosystems small,India,2020,June,"['start', 'disasters', 'yet', 'face', 'times', 'struggle', 'devastating', 'natural', 'disasters', 'loss', 'forestecosystems', 'small']"
leads sea level rise triggers extremely strong waves causing coastline erosionin many islandswith increasing frequencywe prepared find effective solutions save islandsthe world needs stop,India,2020,June,"['leads', 'sea', 'level', 'rise', 'triggers', 'extremely', 'strong', 'waves', 'causing', 'coastline', 'erosionin', 'many', 'islandswith', 'increasing', 'frequencywe', 'prepared', 'find', 'effective', 'solutions', 'save', 'islandsthe', 'world', 'needs', 'stop']"
humble requestby next 10 years earth become 4 degrees hotter himalayan glaciers melting rapid rate lend hand fight plant trees waste water burn plastics,India,2020,June,"['humble', 'requestby', 'next', '10', 'years', 'earth', 'become', '4', 'degrees', 'hotter', 'himalayan', 'glaciers', 'melting', 'rapid', 'rate', 'lend', 'hand', 'fight', 'plant', 'trees', 'waste', 'water', 'burn', 'plastics']"
idea restrict services storys fleet upload options please limit numbers allow midnight live programs amp save followers lives digital economic political weekly,India,2020,June,"['idea', 'restrict', 'services', 'storys', 'fleet', 'upload', 'options', 'please', 'limit', 'numbers', 'allow', 'midnight', 'live', 'programs', 'amp', 'save', 'followers', 'lives', 'digital', 'economic', 'political', 'weekly']"
earth burning responsible,India,2020,June,"['earth', 'burning', 'responsible']"
painting younger brother chhotubeautiful paintingplz like rtgarrywalia,India,2020,June,"['painting', 'younger', 'brother', 'chhotubeautiful', 'paintingplz', 'like', 'rtgarrywalia']"
considering fd world getting thinking relocating beautiful destination whos leave behind problems,India,2020,June,"['considering', 'fd', 'world', 'getting', 'thinking', 'relocating', 'beautiful', 'destination', 'whos', 'leave', 'behind', 'problems']"
thinking next beach clean well picking plastic masks hand gloves still time switch zero waste products 19,India,2020,June,"['thinking', 'next', 'beach', 'clean', 'well', 'picking', 'plastic', 'masks', 'hand', 'gloves', 'still', 'time', 'switch', 'zero', 'waste', 'products', '19']"
oceans absorb 30 carbon dioxide produced humans buffering impacts greatest source protein nourishing 3 billion people across world greetings everyone world ocean day,India,2020,June,"['oceans', 'absorb', '30', 'carbon', 'dioxide', 'produced', 'humans', 'buffering', 'impacts', 'greatest', 'source', 'protein', 'nourishing', '3', 'billion', 'people', 'across', 'world', 'greetings', 'everyone', 'world', 'ocean', 'day']"
ocean futurethis world ocean day lets pledge keep natural paradise pristine clean save world,India,2020,June,"['ocean', 'futurethis', 'world', 'ocean', 'day', 'lets', 'pledge', 'keep', 'natural', 'paradise', 'pristine', 'clean', 'save', 'world']"
severe problem facing today serious even threat terrorism,India,2020,June,"['severe', 'problem', 'facing', 'today', 'serious', 'even', 'threat', 'terrorism']"
join cause sign petition link bio,India,2020,June,"['join', 'cause', 'sign', 'petition', 'link', 'bio']"
world environment day talk national conference environment human health sustainable development goals organized environment social development association india panel 5 speakees topic role trees fighting,India,2020,June,"['world', 'environment', 'day', 'talk', 'national', 'conference', 'environment', 'human', 'health', 'sustainable', 'development', 'goals', 'organized', 'environment', 'social', 'development', 'association', 'india', 'panel', '5', 'speakees', 'topic', 'role', 'trees', 'fighting']"
cool makes hot,India,2020,June,"['cool', 'makes', 'hot']"
presidents want lead worldthen lead example amp support good causes 1 warming2 pandemics amp who3 justice amp equality4 withdraw ttpa abm 5 promote peace amp perpetual warsus militarize east asia w 400 basesremove,India,2020,June,"['presidents', 'want', 'lead', 'worldthen', 'lead', 'example', 'amp', 'support', 'good', 'causes', '1', 'warming2', 'pandemics', 'amp', 'who3', 'justice', 'amp', 'equality4', 'withdraw', 'ttpa', 'abm', '5', 'promote', 'peace', 'amp', 'perpetual', 'warsus', 'militarize', 'east', 'asia', 'w', '400', 'basesremove']"
point sir reverse,India,2020,June,"['point', 'sir', 'reverse']"
plant amp make mother duty kalain,India,2020,June,"['plant', 'amp', 'make', 'mother', 'duty', 'kalain']"
growing deteriorating environmental sustainability world planting trees commendable initiative,India,2020,June,"['growing', 'deteriorating', 'environmental', 'sustainability', 'world', 'planting', 'trees', 'commendable', 'initiative']"
environmental issues include laws amp regulations integrated pest management green building conservation preservation clean water supply amp pollution prevention business sectors include agriculture fishing mining quarrying oil amp gas extraction amp utilities,India,2020,June,"['environmental', 'issues', 'include', 'laws', 'amp', 'regulations', 'integrated', 'pest', 'management', 'green', 'building', 'conservation', 'preservation', 'clean', 'water', 'supply', 'amp', 'pollution', 'prevention', 'business', 'sectors', 'include', 'agriculture', 'fishing', 'mining', 'quarrying', 'oil', 'amp', 'gas', 'extraction', 'amp', 'utilities']"
threats include introduction invasive alien species exploitation natural resources fishing hunting harvesting pollution nutrient loading domestic industrial emissions etc,India,2020,June,"['threats', 'include', 'introduction', 'invasive', 'alien', 'species', 'exploitation', 'natural', 'resources', 'fishing', 'hunting', 'harvesting', 'pollution', 'nutrient', 'loading', 'domestic', 'industrial', 'emissions', 'etc']"
growing deteriorating environmental sustainability world planting trees commendable initiative,India,2020,June,"['growing', 'deteriorating', 'environmental', 'sustainability', 'world', 'planting', 'trees', 'commendable', 'initiative']"
tw94this tree farm blown cyclone forest firesfaminesviruses become common wake ignorant slumber take care environmentnature find course,India,2020,June,"['tw94this', 'tree', 'farm', 'blown', 'cyclone', 'forest', 'firesfaminesviruses', 'become', 'common', 'wake', 'ignorant', 'slumber', 'take', 'care', 'environmentnature', 'find', 'course']"
growing deteriorating environmental sustainability world planting trees commendable initiative,India,2020,June,"['growing', 'deteriorating', 'environmental', 'sustainability', 'world', 'planting', 'trees', 'commendable', 'initiative']"
lives matterworld environment day reminder lives exist without,India,2020,June,"['lives', 'matterworld', 'environment', 'day', 'reminder', 'lives', 'exist', 'without']"
happy world environment dayits time lets nurture nature,India,2020,June,"['happy', 'world', 'environment', 'dayits', 'time', 'lets', 'nurture', 'nature']"
flagship campaign forraising awarenesson emerging fromenvironmental issuestomarine pollution humanoverpopulation andglobal,India,2020,June,"['flagship', 'campaign', 'forraising', 'awarenesson', 'emerging', 'fromenvironmental', 'issuestomarine', 'pollution', 'humanoverpopulation', 'andglobal']"
happy world environment day,India,2020,June,"['happy', 'world', 'environment', 'day']"
livestock sector produce 37 methane 2030 times potential carbon dioxide emit 65 nitrous oxide another powerful ghg comes manure,India,2020,June,"['livestock', 'sector', 'produce', '37', 'methane', '2030', 'times', 'potential', 'carbon', 'dioxide', 'emit', '65', 'nitrous', 'oxide', 'another', 'powerful', 'ghg', 'comes', 'manure']"
environmentday day dedicated towards creating awareness environmental issues like warmingozone layer depletion desertification thethemeforworld environment day 2020is time nature,India,2020,June,"['environmentday', 'day', 'dedicated', 'towards', 'creating', 'awareness', 'environmental', 'issues', 'like', 'warmingozone', 'layer', 'depletion', 'desertification', 'thethemeforworld', 'environment', 'day', '2020is', 'time', 'nature']"
